block_number,background_color_index,wave_color_index,is_glitch,has_echo,echo_count
347407,#edebeb,#FF0066,false,true,5
347408,#555555,#00CCFF,false,true,4
347409,#9370DB,#FF0066,false,true,6
347410,#9370DB,#00CCFF,false,true,4
347411,#FFA500,#FF0066,false,true,6
347412,#008080,#00CCFF,false,true,4
347413,#FFA500,#FF0066,false,true,5
347414,#9370DB,#FF0066,true,true,6
347415,#edebeb,#FF0066,false,true,5
347416,#00FFFF,#FF0066,false,true,6
347417,#CC0033,#9900FF,false,true,
347418,#00FFFF,#00CCFF,false,true,5
347419,#008080,#9900FF,false,true,3
347420,#9370DB,#00CCFF,false,true,4
347421,#9370DB,#FF0066,false,true,5
347422,#555555,#FF0066,true,true,6
347423,#CC0033,#FF0066,false,true,6
347424,#CC0033,#FF0066,false,true,6
347425,#ADFF2F,#FF0066,false,true,5
347426,#ADFF2F,#FF0066,false,true,6
347427,#00FFFF,#00CCFF,false,true,4
347428,#edebeb,#FF0066,true,true,6
347429,#9370DB,#FF0066,false,true,5
347430,#edebeb,#FF0066,false,true,6
347431,#FFA500,#00CCFF,false,true,4
347432,#FFA500,#FF0066,false,true,5
347433,#9370DB,#00CCFF,false,true,4
347434,#9370DB,#00CCFF,false,true,4
347435,#555555,#FF0066,false,true,5
347436,#008080,#00CCFF,false,true,4
347437,#CC0033,#FF0066,false,true,5
347438,#edebeb,#00CCFF,false,true,4
347439,#008080,#FF0066,false,true,5
347440,#9370DB,#FF0066,false,true,6
347441,#008080,#FF0066,false,true,6
347442,#555555,#FF0066,false,true,5
347443,#008080,#FF0066,false,true,5
347444,#008080,#00CCFF,false,true,4
347445,#9370DB,#00CCFF,false,true,4
347446,#008080,#9900FF,false,true,4
347447,#CC0033,#00CCFF,false,true,4
347448,#00FFFF,#FF0066,false,true,5
347449,#FFA500,#00CCFF,false,true,4
347450,#CC0033,#FF0066,true,true,6
347451,#9370DB,#00CCFF,false,true,4
347452,#00FFFF,#FF0066,false,true,5
347453,#9370DB,#00CCFF,false,true,4
347454,#CC0033,#FF0066,false,true,5
347455,#FFA500,#00CCFF,false,true,4
347456,#9370DB,#FF0066,false,true,6
347457,#CC0033,#00CCFF,false,true,4
347458,#008080,#00CCFF,false,true,4
347459,#CC0033,#FF0066,false,true,4
347460,#edebeb,#FF0066,false,true,5
347461,#ADFF2F,#00CCFF,false,true,4
347462,#00FFFF,#00CCFF,false,true,5
347463,#edebeb,#00CCFF,false,true,4
347464,#ADFF2F,#9900FF,false,true,4
347465,#555555,#FF0066,false,true,5
347466,#ADFF2F,#FF0066,false,true,6
347467,#00FFFF,#9900FF,false,true,3
347468,#00FFFF,#FF0066,false,true,5
347469,#9370DB,#FF0066,false,true,6
347470,#edebeb,#FF0066,false,true,5
347471,#CC0033,#00CCFF,false,true,4
347472,#555555,#FF0066,false,true,6
347473,#00FFFF,#00CCFF,false,true,4
347474,#9370DB,#00CCFF,false,true,4
347475,#FFA500,#FF0066,false,true,5
347476,#ADFF2F,#FF0066,false,true,5
347477,#CC0033,#FF0066,false,true,5
347478,#ADFF2F,#00CCFF,false,true,4
347479,#00FFFF,#00CCFF,false,true,4
347480,#CC0033,#FF0066,true,true,6
347481,#ADFF2F,#FF0066,false,true,5
347482,#ADFF2F,#FF0066,false,true,5
347483,#555555,#FF0066,true,true,6
347484,#008080,#00CCFF,false,true,4
347485,#00FFFF,#00CCFF,false,true,5
347486,#00FFFF,#FF0066,false,true,5
347487,#9370DB,#FF0066,false,true,6
347488,#edebeb,#00CCFF,false,true,4
347489,#ADFF2F,#FF0066,false,true,6
347490,#FFA500,#00CCFF,false,true,4
347491,#008080,#FF0066,false,true,6
347492,#ADFF2F,#FF0066,false,true,6
347493,#008080,#00CCFF,false,true,4
347494,#FFA500,#00CCFF,false,true,3
347495,#00FFFF,#FF0066,false,true,6
347496,#9370DB,#FF0066,false,true,6
347497,#00FFFF,#00CCFF,false,true,4
347498,#9370DB,#00CCFF,false,true,4
347499,#555555,#FF0066,false,true,6
347500,#ADFF2F,#00CCFF,false,true,4
347501,#555555,#FF0066,false,true,6
347502,#9370DB,#FF0066,false,true,6
347503,#edebeb,#FF0066,false,true,5
347504,#edebeb,#FF0066,true,true,6
347505,#ADFF2F,#FF0066,false,true,6
347506,#FFA500,#00CCFF,false,true,4
347507,#9370DB,#FF0066,false,true,5
347508,#008080,#00CCFF,false,true,3
347509,#edebeb,#FF0066,false,true,5
347510,#9370DB,#FF0066,false,true,5
347511,#CC0033,#FF0066,false,true,6
347512,#00FFFF,#FF0066,false,true,6
347513,#edebeb,#FF0066,false,true,5
347514,#555555,#00CCFF,false,true,4
347515,#00FFFF,#FF0066,true,true,6
347516,#ADFF2F,#FF0066,false,true,5
347517,#CC0033,#00CCFF,false,true,4
347518,#9370DB,#FF0066,false,true,6
347519,#555555,#FF0066,false,true,6
347520,#edebeb,#00CCFF,false,true,4
347521,#555555,#FF0066,true,true,6
347522,#CC0033,#FF0066,false,true,5
347523,#ADFF2F,#FF0066,false,true,6
347524,#ADFF2F,#FF0066,false,true,5
347525,#555555,#FF0066,false,true,6
347526,#FFA500,#FF0066,false,true,5
347527,#9370DB,#9900FF,false,true,3
347528,#9370DB,#FF0066,false,true,5
347529,#ADFF2F,#00CCFF,false,true,4
347530,#9370DB,#00CCFF,false,true,4
347531,#008080,#FF0066,false,true,5
347532,#FFA500,#FF0066,false,true,5
347533,#008080,#FF0066,false,true,5
347534,#555555,#FF0066,false,true,5
347535,#edebeb,#00CCFF,false,true,4
347536,#9370DB,#FF0066,false,true,5
347537,#555555,#FF0066,false,true,6
347538,#008080,#FF0066,false,true,5
347539,#edebeb,#FF0066,false,true,5
347540,#555555,#00CCFF,false,true,4
347541,#CC0033,#9900FF,false,true,3
347542,#00FFFF,#FF0066,false,true,5
347543,#FFA500,#FF0066,false,true,6
347544,#ADFF2F,#FF0066,true,true,6
347545,#00FFFF,#FF0066,false,true,5
347546,#FFA500,#FF0066,true,true,6
347547,#edebeb,#00CCFF,false,true,5
347548,#9370DB,#FF0066,false,true,5
347549,#00FFFF,#00CCFF,false,true,4
347550,#edebeb,#FF0066,false,true,5
347551,#CC0033,#FF0066,false,true,6
347552,#555555,#00CCFF,false,true,4
347553,#00FFFF,#FF0066,false,true,6
347554,#FFA500,#FF0066,false,true,6
347555,#ADFF2F,#FF0066,false,true,6
347556,#CC0033,#FF0066,false,true,5
347557,#edebeb,#FF0066,false,true,5
347558,#9370DB,#FF0066,false,true,5
347559,#00FFFF,#FF0066,false,true,5
347560,#9370DB,#9900FF,false,true,3
347561,#CC0033,#FF0066,false,true,6
347562,#FFA500,#FF0066,false,true,5
347563,#9370DB,#FF0066,true,true,6
347564,#FFA500,#00CCFF,false,true,4
347565,#edebeb,#FF0066,false,true,5
347566,#008080,#FF0066,false,true,6
347567,#ADFF2F,#FF0066,false,true,5
347568,#9370DB,#FF0066,true,true,6
347569,#edebeb,#00CCFF,false,true,4
347570,#edebeb,#FF0066,false,true,5
347571,#CC0033,#FF0066,true,true,6
347572,#edebeb,#FF0066,false,true,6
347573,#9370DB,#FF0066,false,true,6
347574,#CC0033,#00CCFF,false,true,5
347575,#FFA500,#00CCFF,false,true,5
347576,#edebeb,#FF0066,false,true,4
347577,#008080,#FF0066,false,true,6
347578,#00FFFF,#FF0066,false,true,5
347579,#edebeb,#FF0066,false,true,5
347580,#edebeb,#FF0066,false,true,5
347581,#555555,#00CCFF,false,true,4
347582,#FFA500,#FF0066,true,true,6
347583,#555555,#FF0066,false,true,6
347584,#555555,#00CCFF,false,true,4
347585,#FFA500,#9900FF,false,true,3
347586,#edebeb,#FF0066,false,true,5
347587,#ADFF2F,#9900FF,false,true,3
347588,#9370DB,#9900FF,false,true,
347589,#edebeb,#00CCFF,false,true,4
347590,#008080,#00CCFF,false,true,5
347591,#CC0033,#9900FF,false,true,3
347592,#CC0033,#FF0066,false,true,5
347593,#00FFFF,#FF0066,false,true,6
347594,#CC0033,#FF0066,false,true,5
347595,#00FFFF,#00CCFF,false,true,4
347596,#ADFF2F,#00CCFF,false,true,4
347597,#00FFFF,#00CCFF,false,true,3
347598,#ADFF2F,#00CCFF,false,true,4
347599,#008080,#00CCFF,false,true,4
347600,#9370DB,#00CCFF,false,true,4
347601,#CC0033,#FF0066,false,true,5
347602,#9370DB,#FF0066,false,true,6
347603,#ADFF2F,#00CCFF,false,true,4
347604,#ADFF2F,#FF0066,false,true,6
347605,#00FFFF,#00CCFF,false,true,5
347606,#FFA500,#9900FF,false,true,3
347607,#edebeb,#FF0066,false,true,6
347608,#CC0033,#00CCFF,false,true,4
347609,#CC0033,#00CCFF,false,true,4
347610,#FFA500,#FF0066,false,true,4
347611,#00FFFF,#FF0066,false,true,6
347612,#00FFFF,#FF0066,false,true,6
347613,#008080,#FF0066,false,true,5
347614,#CC0033,#00CCFF,false,true,3
347615,#555555,#00CCFF,false,true,4
347616,#FFA500,#FF0066,false,true,5
347617,#9370DB,#00CCFF,false,true,3
347618,#9370DB,#00CCFF,false,true,4
347619,#9370DB,#00CCFF,false,true,4
347620,#edebeb,#FF0066,false,true,6
347621,#008080,#FF0066,false,true,5
347622,#9370DB,#FF0066,false,true,6
347623,#ADFF2F,#00CCFF,false,true,4
347624,#008080,#FF0066,false,true,5
347625,#edebeb,#00CCFF,false,true,4
347626,#CC0033,#FF0066,false,true,6
347627,#008080,#FF0066,false,true,5
347628,#CC0033,#FF0066,false,true,6
347629,#CC0033,#FF0066,false,true,5
347630,#008080,#FF0066,false,true,5
347631,#9370DB,#FF0066,false,true,6
347632,#555555,#FF0066,false,true,5
347633,#edebeb,#00CCFF,false,true,4
347634,#CC0033,#FF0066,false,true,6
347635,#FFA500,#FF0066,false,true,6
347636,#CC0033,#00CCFF,false,true,3
347637,#edebeb,#FF0066,false,true,6
347638,#008080,#00CCFF,false,true,3
347639,#9370DB,#FF0066,false,true,6
347640,#00FFFF,#FF0066,false,true,6
347641,#555555,#00CCFF,false,true,4
347642,#ADFF2F,#FF0066,false,true,5
347643,#555555,#00CCFF,false,true,4
347644,#008080,#FF0066,false,true,5
347645,#555555,#00CCFF,false,true,4
347646,#ADFF2F,#FF0066,false,true,6
347647,#9370DB,#FF0066,false,true,6
347648,#ADFF2F,#FF0066,false,true,5
347649,#008080,#FF0066,false,true,6
347650,#008080,#FF0066,false,true,5
347651,#ADFF2F,#FF0066,false,true,6
347652,#555555,#FF0066,false,true,6
347653,#00FFFF,#FF0066,true,true,6
347654,#FFA500,#FF0066,false,true,6
347655,#edebeb,#FF0066,false,true,5
347656,#008080,#FF0066,false,true,5
347657,#FFA500,#FF6600,false,true,3
347658,#008080,#00CCFF,false,true,4
347659,#CC0033,#FF0066,false,true,6
347660,#555555,#FF0066,false,true,5
347661,#edebeb,#FF0066,false,true,5
347662,#9370DB,#FF0066,false,true,5
347663,#FFA500,#9900FF,false,true,3
347664,#555555,#FF0066,true,true,6
347665,#edebeb,#FF0066,false,true,6
347666,#008080,#FF0066,false,true,5
347667,#FFA500,#FF0066,false,true,6
347668,#FFA500,#FF0066,true,true,6
347669,#ADFF2F,#FF0066,false,true,5
347670,#00FFFF,#FF0066,false,true,6
347671,#CC0033,#FF0066,false,true,6
347672,#555555,#9900FF,false,true,3
347673,#00FFFF,#00CCFF,false,true,4
347674,#008080,#FF0066,true,true,6
347675,#00FFFF,#FF0066,false,true,6
347676,#008080,#FF0066,true,true,6
347677,#008080,#FF0066,false,true,6
347678,#edebeb,#FF0066,true,true,6
347679,#CC0033,#FF0066,false,true,5
347680,#CC0033,#FF0066,true,true,6
347681,#FFA500,#FF0066,false,true,5
347682,#9370DB,#FF0066,false,true,6
347683,#00FFFF,#FF0066,false,true,6
347684,#CC0033,#FF0066,false,true,6
347685,#008080,#FF0066,false,true,5
347686,#FFA500,#FF0066,false,true,6
347687,#9370DB,#FF0066,true,true,6
347688,#edebeb,#FF0066,false,true,5
347689,#008080,#FF0066,false,true,6
347690,#008080,#FF0066,false,true,6
347691,#9370DB,#FF0066,false,true,6
347692,#008080,#FF0066,false,true,6
347693,#ADFF2F,#FF0066,false,true,6
347694,#008080,#FF0066,false,true,6
347695,#CC0033,#00CCFF,false,true,4
347696,#edebeb,#FF0066,false,true,6
347697,#FFA500,#FF0066,false,true,6
347698,#9370DB,#FF0066,false,true,6
347699,#008080,#FF0066,false,true,6
347700,#CC0033,#00CCFF,false,true,3
347701,#edebeb,#FF0066,false,true,6
347702,#008080,#FF0066,false,true,5
347703,#edebeb,#FF0066,false,true,6
347704,#FFA500,#FF0066,true,true,6
347705,#008080,#00CCFF,false,true,4
347706,#008080,#FF0066,false,true,6
347707,#9370DB,#9900FF,false,true,3
347708,#ADFF2F,#FF0066,false,true,5
347709,#008080,#FF0066,false,true,5
347710,#ADFF2F,#FF0066,false,true,6
347711,#008080,#FF0066,false,true,5
347712,#9370DB,#FF0066,false,true,6
347713,#edebeb,#FF0066,false,true,6
347714,#edebeb,#FF0066,false,true,6
347715,#9370DB,#00CCFF,false,true,4
347716,#555555,#FF0066,false,true,6
347717,#ADFF2F,#FF0066,false,true,6
347718,#00FFFF,#9900FF,false,true,
347719,#ADFF2F,#FF0066,true,true,6
347720,#555555,#FF0066,true,true,6
347721,#ADFF2F,#FF0066,false,true,5
347722,#008080,#FF0066,false,true,5
347723,#555555,#9900FF,false,true,3
347724,#00FFFF,#FF0066,false,true,6
347725,#ADFF2F,#FF0066,true,true,6
347726,#edebeb,#FF0066,true,true,6
347727,#edebeb,#FF0066,false,true,5
347728,#9370DB,#FF0066,false,true,5
347729,#00FFFF,#00CCFF,false,true,4
347730,#CC0033,#00CCFF,false,true,4
347731,#555555,#FF0066,false,true,6
347732,#9370DB,#00CCFF,false,true,4
347733,#008080,#00CCFF,false,true,4
347734,#9370DB,#00CCFF,false,true,4
347735,#9370DB,#FF0066,false,true,6
347736,#CC0033,#FF0066,false,true,5
347737,#00FFFF,#FF0066,false,true,6
347738,#008080,#FF0066,false,true,6
347739,#FFA500,#FF0066,false,true,5
347740,#008080,#FF0066,false,true,5
347741,#9370DB,#00CCFF,false,true,5
347742,#CC0033,#FF0066,false,true,5
347743,#edebeb,#FF0066,false,true,6
347744,#9370DB,#FF0066,false,true,6
347745,#555555,#FF0066,false,true,5
347746,#00FFFF,#FF0066,false,true,6
347747,#ADFF2F,#00CCFF,false,true,4
347748,#edebeb,#9900FF,false,true,3
347749,#CC0033,#FF0066,false,true,5
347750,#9370DB,#00CCFF,false,true,5
347751,#ADFF2F,#FF0066,false,true,5
347752,#ADFF2F,#00CCFF,false,true,4
347753,#ADFF2F,#FF0066,false,true,5
347754,#555555,#FF0066,false,true,6
347755,#008080,#00CCFF,false,true,4
347756,#00FFFF,#00CCFF,false,true,4
347757,#555555,#00CCFF,false,true,4
347758,#9370DB,#FF0066,false,true,6
347759,#555555,#00CCFF,false,true,4
347760,#FFA500,#FF0066,false,true,5
347761,#CC0033,#FF0066,false,true,6
347762,#edebeb,#00CCFF,false,true,4
347763,#FFA500,#FF0066,false,true,6
347764,#ADFF2F,#FF0066,true,true,6
347765,#00FFFF,#FF0066,false,true,5
347766,#FFA500,#00CCFF,false,true,4
347767,#FFA500,#FF0066,false,true,6
347768,#9370DB,#FF0066,false,true,5
347769,#00FFFF,#FF6600,false,true,
347770,#555555,#00CCFF,false,true,4
347771,#edebeb,#00CCFF,false,true,4
347772,#ADFF2F,#FF0066,false,true,5
347773,#edebeb,#FF0066,false,true,5
347774,#9370DB,#FF0066,true,true,6
347775,#ADFF2F,#00CCFF,false,true,4
347776,#008080,#9900FF,false,true,3
347777,#008080,#9900FF,false,true,4
347778,#CC0033,#00CCFF,false,true,4
347779,#ADFF2F,#FF0066,false,true,5
347780,#ADFF2F,#00CCFF,false,true,4
347781,#CC0033,#FF0066,false,true,6
347782,#9370DB,#FF0066,false,true,6
347783,#FFA500,#FF0066,false,true,5
347784,#555555,#00CCFF,false,true,4
347785,#9370DB,#FF0066,false,true,6
347786,#00FFFF,#00CCFF,false,true,4
347787,#008080,#FF0066,false,true,5
347788,#edebeb,#FF0066,true,true,6
347789,#00FFFF,#FF0066,false,true,6
347790,#00FFFF,#FF0066,false,true,6
347791,#555555,#00CCFF,false,true,4
347792,#edebeb,#FF0066,true,true,6
347793,#edebeb,#FF0066,false,true,6
347794,#555555,#FF0066,false,true,6
347795,#9370DB,#FF0066,false,true,5
347796,#CC0033,#FF0066,false,true,6
347797,#555555,#FF0066,false,true,5
347798,#008080,#FF0066,false,true,6
347799,#edebeb,#FF0066,false,true,6
347800,#FFA500,#FF0066,false,true,5
347801,#9370DB,#00CCFF,false,true,4
347802,#FFA500,#00CCFF,false,true,4
347803,#edebeb,#FF0066,false,true,6
347804,#9370DB,#FF0066,false,true,5
347805,#CC0033,#FF0066,true,true,6
347806,#ADFF2F,#FF0066,false,true,5
347807,#00FFFF,#00CCFF,false,true,4
347808,#00FFFF,#FF0066,false,true,5
347809,#00FFFF,#FF0066,false,true,6
347810,#edebeb,#FF0066,true,true,6
347811,#9370DB,#FF0066,true,true,6
347812,#FFA500,#FF0066,false,true,6
347813,#edebeb,#FF0066,false,true,6
347814,#00FFFF,#FF0066,false,true,5
347815,#edebeb,#FF0066,false,true,5
347816,#CC0033,#00CCFF,false,true,4
347817,#9370DB,#FF0066,false,true,6
347818,#00FFFF,#FF0066,false,true,6
347819,#FFA500,#FF0066,false,true,6
347820,#008080,#FF0066,false,true,6
347821,#555555,#00CCFF,false,true,4
347822,#ADFF2F,#FF0066,false,true,6
347823,#edebeb,#FF0066,false,true,5
347824,#00FFFF,#00CCFF,false,true,4
347825,#00FFFF,#FF0066,true,true,6
347826,#ADFF2F,#00CCFF,false,true,4
347827,#9370DB,#FF0066,true,true,6
347828,#00FFFF,#FF0066,false,true,6
347829,#ADFF2F,#00CCFF,false,true,4
347830,#ADFF2F,#00CCFF,false,true,4
347831,#9370DB,#FF0066,false,true,5
347832,#CC0033,#00CCFF,false,true,4
347833,#008080,#00CCFF,false,true,4
347834,#edebeb,#FF0066,false,true,6
347835,#ADFF2F,#FF0066,false,true,5
347836,#00FFFF,#00CCFF,false,true,4
347837,#FFA500,#FF0066,false,true,5
347838,#00FFFF,#FF0066,false,true,6
347839,#CC0033,#FF0066,false,true,6
347840,#008080,#00CCFF,false,true,4
347841,#ADFF2F,#00CCFF,false,true,4
347842,#00FFFF,#00CCFF,false,true,4
347843,#555555,#FF0066,false,true,6
347844,#FFA500,#FF0066,false,true,5
347845,#edebeb,#FF0066,false,true,5
347846,#00FFFF,#9900FF,false,true,3
347847,#CC0033,#FF0066,true,true,6
347848,#008080,#FF0066,false,true,6
347849,#008080,#00CCFF,false,true,4
347850,#FFA500,#FFFF00,false,true,4
347851,#FFA500,#00CCFF,false,true,4
347852,#555555,#00CCFF,false,true,4
347853,#555555,#00CCFF,false,true,5
347854,#555555,#00CCFF,false,true,4
347855,#edebeb,#00CCFF,false,true,4
347856,#ADFF2F,#00CCFF,false,true,4
347857,#008080,#00CCFF,false,true,3
347858,#FFA500,#9900FF,false,true,
347859,#9370DB,#FF0066,false,true,6
347860,#edebeb,#FF0066,false,true,6
347861,#555555,#FF0066,false,true,6
347862,#FFA500,#FF0066,false,true,5
347863,#555555,#FF0066,false,true,5
347864,#CC0033,#FF0066,false,true,6
347865,#CC0033,#00CCFF,false,true,5
347866,#FFA500,#FF0066,false,true,5
347867,#ADFF2F,#9900FF,false,true,4
347868,#008080,#9900FF,false,true,
347869,#CC0033,#FF0066,false,true,5
347870,#008080,#00CCFF,false,true,4
347871,#00FFFF,#9900FF,false,true,
347872,#9370DB,#00CCFF,false,true,4
347873,#edebeb,#00CCFF,false,true,4
347874,#edebeb,#FF0066,false,true,5
347875,#9370DB,#9900FF,false,true,
347876,#555555,#00CCFF,false,true,4
347877,#CC0033,#9900FF,false,true,3
347878,#edebeb,#9900FF,false,true,3
347879,#ADFF2F,#9900FF,false,true,3
347880,#CC0033,#00CCFF,false,true,4
347881,#ADFF2F,#9900FF,false,true,4
347882,#CC0033,#00CCFF,false,true,4
347883,#555555,#FF6600,false,true,
347884,#9370DB,#9900FF,false,true,3
347885,#ADFF2F,#FF0066,false,true,5
347886,#FFA500,#00CCFF,false,true,4
347887,#ADFF2F,#00CCFF,false,true,4
347888,#9370DB,#FF0066,false,true,6
347889,#9370DB,#00CCFF,false,true,3
347890,#9370DB,#00CCFF,false,true,4
347891,#CC0033,#00CCFF,false,true,4
347892,#008080,#9900FF,false,true,3
347893,#008080,#FF0066,false,true,5
347894,#CC0033,#FF0066,false,true,5
347895,#CC0033,#FF0066,false,true,5
347896,#edebeb,#FF0066,false,true,6
347897,#CC0033,#9900FF,false,true,
347898,#9370DB,#FF0066,false,true,6
347899,#ADFF2F,#FF0066,false,true,5
347900,#CC0033,#00CCFF,false,true,4
347901,#ADFF2F,#00CCFF,false,true,4
347902,#00FFFF,#FF0066,false,true,6
347903,#ADFF2F,#FF0066,false,true,5
347904,#CC0033,#FF0066,false,true,6
347905,#00FFFF,#00CCFF,false,true,4
347906,#00FFFF,#9900FF,false,true,4
347907,#555555,#FF0066,false,true,4
347908,#008080,#FF0066,false,true,5
347909,#ADFF2F,#00CCFF,false,true,4
347910,#008080,#FF0066,false,true,6
347911,#00FFFF,#00CCFF,false,true,4
347912,#555555,#9900FF,false,true,3
347913,#00FFFF,#00CCFF,false,true,4
347914,#00FFFF,#FF0066,false,true,5
347915,#CC0033,#00CCFF,false,true,5
347916,#9370DB,#FF0066,false,true,5
347917,#FFA500,#FF0066,false,true,6
347918,#00FFFF,#FF0066,false,true,5
347919,#ADFF2F,#FF0066,false,true,6
347920,#008080,#FF0066,false,true,6
347921,#ADFF2F,#FF0066,false,true,6
347922,#555555,#FF0066,false,true,5
347923,#9370DB,#9900FF,false,true,3
347924,#edebeb,#FF0066,false,true,5
347925,#edebeb,#FF0066,true,true,6
347926,#CC0033,#00CCFF,false,true,5
347927,#00FFFF,#FF0066,false,true,6
347928,#008080,#00CCFF,false,true,4
347929,#CC0033,#FF0066,false,true,5
347930,#edebeb,#FF0066,false,true,6
347931,#CC0033,#FF0066,false,true,6
347932,#00FFFF,#FF0066,false,true,5
347933,#CC0033,#00CCFF,false,true,4
347934,#FFA500,#FF0066,false,true,5
347935,#CC0033,#FF0066,false,true,6
347936,#ADFF2F,#FF0066,false,true,5
347937,#CC0033,#FF0066,false,true,5
347938,#008080,#FF0066,true,true,6
347939,#008080,#00CCFF,false,true,4
347940,#CC0033,#FF0066,false,true,6
347941,#ADFF2F,#FF0066,false,true,5
347942,#008080,#FF0066,false,true,5
347943,#ADFF2F,#FF0066,false,true,6
347944,#00FFFF,#FF0066,false,true,5
347945,#CC0033,#FF0066,false,true,6
347946,#00FFFF,#FF0066,false,true,5
347947,#00FFFF,#FF0066,false,true,6
347948,#FFA500,#FF0066,false,true,5
347949,#edebeb,#00CCFF,false,true,4
347950,#00FFFF,#9900FF,false,true,3
347951,#555555,#FF0066,false,true,5
347952,#ADFF2F,#FF0066,false,true,6
347953,#ADFF2F,#FF0066,false,true,6
347954,#008080,#FF0066,false,true,5
347955,#9370DB,#FF0066,true,true,6
347956,#555555,#00CCFF,false,true,4
347957,#008080,#FF0066,false,true,5
347958,#CC0033,#FF0066,false,true,5
347959,#CC0033,#00CCFF,false,true,4
347960,#edebeb,#00CCFF,false,true,4
347961,#9370DB,#FF0066,false,true,6
347962,#555555,#FF0066,false,true,5
347963,#ADFF2F,#FF0066,false,true,6
347964,#FFA500,#FF0066,false,true,6
347965,#FFA500,#FF0066,false,true,6
347966,#edebeb,#FF0066,false,true,5
347967,#9370DB,#FF0066,false,true,6
347968,#ADFF2F,#9900FF,false,true,3
347969,#ADFF2F,#00CCFF,false,true,4
347970,#555555,#00CCFF,false,true,4
347971,#FFA500,#FF0066,false,true,5
347972,#9370DB,#FF0066,false,true,6
347973,#9370DB,#FF0066,false,true,6
347974,#ADFF2F,#FF0066,false,true,6
347975,#FFA500,#FF0066,true,true,6
347976,#008080,#FF0066,false,true,5
347977,#9370DB,#FF0066,false,true,6
347978,#008080,#FF0066,false,true,5
347979,#ADFF2F,#00CCFF,false,true,4
347980,#008080,#FF0066,false,true,6
347981,#008080,#FF0066,false,true,6
347982,#CC0033,#00CCFF,false,true,4
347983,#008080,#FF0066,false,true,5
347984,#00FFFF,#FF0066,false,true,5
347985,#CC0033,#FF0066,false,true,5
347986,#CC0033,#FF0066,false,true,5
347987,#ADFF2F,#FF0066,false,true,5
347988,#555555,#00CCFF,false,true,4
347989,#edebeb,#FF0066,false,true,5
347990,#00FFFF,#00CCFF,false,true,4
347991,#9370DB,#FF0066,true,true,6
347992,#555555,#9900FF,false,true,3
347993,#CC0033,#00CCFF,false,true,5
347994,#00FFFF,#FF0066,false,true,5
347995,#00FFFF,#00CCFF,false,true,4
347996,#FFA500,#00CCFF,false,true,4
347997,#9370DB,#00CCFF,false,true,4
347998,#9370DB,#FF0066,false,true,5
347999,#008080,#00CCFF,false,true,4
348000,#edebeb,#FF0066,false,true,5
348001,#9370DB,#00CCFF,false,true,4
348002,#00FFFF,#00CCFF,false,true,4
348003,#008080,#FF0066,false,true,6
348004,#edebeb,#FF0066,false,true,5
348005,#CC0033,#FF0066,false,true,5
348006,#ADFF2F,#FF0066,false,true,5
348007,#FFA500,#FF0066,false,true,6
348008,#00FFFF,#FF0066,true,true,6
348009,#FFA500,#FF0066,false,true,6
348010,#9370DB,#FF0066,true,true,6
348011,#FFA500,#00CCFF,false,true,4
348012,#FFA500,#00CCFF,false,true,4
348013,#ADFF2F,#00CCFF,false,true,4
348014,#edebeb,#FF0066,false,true,6
348015,#008080,#9900FF,false,true,3
348016,#555555,#00CCFF,false,true,4
348017,#9370DB,#FF0066,false,true,5
348018,#555555,#FF0066,false,true,5
348019,#CC0033,#FF0066,false,true,5
348020,#CC0033,#00CCFF,false,true,4
348021,#9370DB,#9900FF,false,true,
348022,#008080,#9900FF,false,true,4
348023,#CC0033,#00CCFF,false,true,4
348024,#9370DB,#9900FF,false,true,
348025,#00FFFF,#00CCFF,false,true,4
348026,#00FFFF,#9900FF,false,true,3
348027,#FFA500,#00CCFF,false,true,4
348028,#00FFFF,#00CCFF,false,true,4
348029,#9370DB,#FF0066,false,true,5
348030,#CC0033,#9900FF,false,true,3
348031,#CC0033,#FF0066,false,true,5
348032,#9370DB,#FF0066,false,true,6
348033,#FFA500,#FF0066,false,true,6
348034,#CC0033,#9900FF,false,true,
348035,#edebeb,#00CCFF,false,true,4
348036,#FFA500,#00CCFF,false,true,4
348037,#555555,#00CCFF,false,true,4
348038,#edebeb,#FF0066,false,true,6
348039,#FFA500,#FF0066,false,true,6
348040,#9370DB,#9900FF,false,true,3
348041,#9370DB,#00CCFF,false,true,4
348042,#555555,#00CCFF,false,true,4
348043,#edebeb,#FF0066,false,true,5
348044,#edebeb,#FF0066,true,true,6
348045,#00FFFF,#9900FF,false,true,
348046,#ADFF2F,#00CCFF,false,true,4
348047,#ADFF2F,#00CCFF,false,true,4
348048,#008080,#9900FF,false,true,
348049,#edebeb,#9900FF,false,true,3
348050,#ADFF2F,#9900FF,false,true,3
348051,#CC0033,#00CCFF,false,true,4
348052,#00FFFF,#9900FF,false,true,4
348053,#00FFFF,#FF6600,false,true,5
348054,#FFA500,#FF0066,false,true,5
348055,#9370DB,#FF0066,true,true,6
348056,#FFA500,#00CCFF,false,true,4
348057,#CC0033,#00CCFF,false,true,4
348058,#9370DB,#FF0066,false,true,6
348059,#9370DB,#FF0066,false,true,6
348060,#555555,#FF0066,false,true,5
348061,#555555,#FF0066,false,true,6
348062,#008080,#FF0066,false,true,6
348063,#CC0033,#FF0066,false,true,6
348064,#00FFFF,#FF0066,false,true,6
348065,#edebeb,#FF0066,false,true,6
